169,1733348657.885734355
170,1733348662.498765931
171,1733348662.892650378
172,1733348663.504733047
173,1733348663.893913093
174,1733348664.506254268
175,1733348664.905622546
176,1733348665.509372767
177,1733348665.896748252
178,1733348666.554375630
179,1733348666.900683625
180,1733348667.508628266
181,1733348667.921409247
182,1733348668.516081160
183,1733348668.900597440
184,1733348668.901204448
185,1733348670.903985352
186,1733348673.517114066
187,1733348679.535592479
188,1733348681.531741600
189,1733348681.919414370
190,1733348682.531647471
191,1733348682.921210341
192,1733348683.533044212
193,1733348683.923553790
194,1733348684.537484590
195,1733348684.923737655
196,1733348685.534106995
197,1733348685.925023268
198,1733348686.534130267
199,1733348686.925550691
200,1733348687.532965074
201,1733348687.926409875
202,1733348690.603026744
203,1733348690.603211902
204,1733348691.538704437
205,1733348691.929918285
206,1733348692.547505142
207,1733348692.929326268
208,1733348693.930834090
209,1733348695.953415484
210,1733348698.549241072
211,1733348698.936088764
212,1733348699.575862147
213,1733348699.937160468
214,1733348700.557724622
215,1733348700.939079936
216,1733348701.569125774
217,1733348701.940758373
218,1733348702.557994248
219,1733348702.558170140
220,1733348702.942389626
221,1733348703.565216809
222,1733348703.945320426
223,1733348704.561689618
224,1733348704.967308691
225,1733348705.566449721
226,1733348711.571632389
227,1733348717.967015107
228,1733348718.584352807
229,1733348718.584407870
230,1733348718.585659531
231,1733348718.966026511
232,1733348719.582157827
233,1733348719.965339099
234,1733348720.582110726
235,1733348720.966345078
236,1733348721.594839818
237,1733348721.969711819
238,1733348722.588798640
239,1733348722.971002071
240,1733348723.592388211
241,1733348723.969843423
242,1733348724.596048653
243,1733348724.970608070
244,1733348726.595718752
245,1733348727.597825585
246,1733348727.976415688
247,1733348728.646342641
248,1733348730.979953860
249,1733348731.603103456
250,1733348731.603507846
251,1733348731.980232181
252,1733348732.602746550
253,1733348732.981110218
254,1733348738.612695361
255,1733348738.988822423
256,1733348739.616520593
257,1733348739.990361779
258,1733348740.615090268
259,1733348740.990749609
260,1733348741.616011779
261,1733348741.989608586
262,1733348742.619387429
263,1733348742.991105303
264,1733348743.619201271
265,1733348743.992477169
266,1733348743.992872011
267,1733348744.625441316
268,1733348744.999171987
269,1733348746.997712424
270,1733348751.630420190
271,1733348752.023364585
272,1733348753.020096538
273,1733348753.631406752
274,1733348758.014663130
275,1733348758.638901273
276,1733348759.013685434
277,1733348759.637896254
278,1733348760.014882072
279,1733348760.638731728
280,1733348761.014097828
281,1733348761.649459458
282,1733348762.013692083
283,1733348762.640331306
284,1733348763.014704843
285,1733348763.646142202
286,1733348764.013703172
287,1733348764.641957098
288,1733348768.648521557
289,1733348773.034636081
290,1733348773.659749174
291,1733348774.032015150
292,1733348774.698876234
293,1733348775.031873412
294,1733348775.672600840
295,1733348776.034268979
296,1733348776.682153086
297,1733348777.035086757
298,1733348777.668819762
299,1733348778.036668436
300,1733348778.690267123
301,1733348779.037848137
302,1733348779.664553347
303,1733348779.664813142
304,1733348780.039122947
305,1733348784.043086897
306,1733348788.056845730
307,1733348792.684155750
308,1733348793.056276915
309,1733348793.692804268
310,1733348794.055259447
311,1733348794.702990135
312,1733348795.054262237
313,1733348795.688265300
314,1733348796.053840392
315,1733348796.721158840
316,1733348797.055603240
317,1733348797.698421552
318,1733348798.057483159
319,1733348798.698933734
320,1733348800.715230406
321,1733348801.064835953
322,1733348801.715457189
323,1733348807.069418078
324,1733348807.710959540
325,1733348808.069824791
326,1733348808.707861754
327,1733348809.070800464
328,1733348809.709633506
329,1733348810.072196584
330,1733348810.718825621
331,1733348811.079260729
332,1733348811.718256630
333,1733348812.074509315
334,1733348812.714504179
335,1733348812.714532906
336,1733348813.075294261
337,1733348813.714276272
338,1733348814.075123457
339,1733348816.077998892
340,1733348818.078850190
341,1733348822.084529386
342,1733348824.086541412
343,1733348826.737237349
344,1733348827.091136420
345,1733348827.739276676
346,1733348828.093076301
347,1733348828.750885901
348,1733348829.111456482
349,1733348829.743526102
350,1733348830.095718789
351,1733348830.740230790
352,1733348831.129391283
353,1733348831.742085029
354,1733348832.112023500
355,1733348832.745684978
356,1733348833.099375222
357,1733348835.099448208
358,1733348837.099575381
359,1733348843.108767461
360,1733348845.767827488
361,1733348846.114496293
362,1733348846.841811914
363,1733348847.113188255
364,1733348847.771389293
365,1733348848.114727756
366,1733348848.772683312
367,1733348849.123460545
368,1733348849.772134040
369,1733348850.117991039
370,1733348850.773358845
371,1733348851.124278447
372,1733348851.124968832
373,1733348851.772203609
374,1733348852.120504040
375,1733348853.136816680
376,1733348853.774088432
377,1733348855.123982033
378,1733348856.126123589
379,1733348856.779625095
380,1733348857.125050629
381,1733348859.783579133
382,1733348860.130776148
383,1733348860.784637841
384,1733348860.785605903
385,1733348861.131857271
386,1733348861.785519542
387,1733348861.790622408
388,1733348862.138439362
389,1733348862.787032627
390,1733348863.134283564
391,1733348863.862528025
392,1733348864.133505875
393,1733348864.789348745
394,1733348868.815584260
395,1733348869.140508877
396,1733348869.794469690
397,1733348870.141854276
398,1733348870.794779896
399,1733348871.142986139
400,1733348871.794634110
401,1733348872.142000035
402,1733348872.795521377
403,1733348873.141150101
404,1733348873.795317670
405,1733348874.142582749
406,1733348874.806361375
407,1733348875.165618856
408,1733348877.813008172
409,1733348878.149303356
410,1733348879.150262914
411,1733348879.810934966
412,1733348884.156359847
413,1733348884.157551996
414,1733348884.158465001
415,1733348884.159228234
416,1733348884.812132481
417,1733348885.157570538
418,1733348885.818226678
419,1733348886.163850801
420,1733348886.841275583
421,1733348887.162930590
422,1733348887.827897601
423,1733348888.160161690
424,1733348888.845901482
425,1733348889.161390930
426,1733348889.822807006
427,1733348890.161146177
428,1733348892.827585986
429,1733348893.170338487
430,1733348894.165212894
431,1733348898.833653225
432,1733348898.834458857
433,1733348899.173045381
434,1733348899.834485907
435,1733348900.174906208
436,1733348900.833576996
437,1733348901.175010126
438,1733348901.833151081
439,1733348902.176752615
440,1733348902.834006641
441,1733348903.178932294
442,1733348903.179905723
443,1733348903.180275097
444,1733348903.836799788
445,1733348903.836828104
446,1733348904.177176223
447,1733348904.835904548
448,1733348905.180505221
449,1733348905.836031228
450,1733348906.182119801
451,1733348907.838269339
452,1733348909.839340797
453,1733348917.863690192
454,1733348918.200526583
455,1733348918.850573786
456,1733348919.206427971
457,1733348919.861578242
458,1733348920.210426276
459,1733348920.852033351
460,1733348921.205117648
461,1733348921.865546022
462,1733348922.206334281
463,1733348922.861682119
464,1733348923.206687255
465,1733348923.879254538
466,1733348924.209212393
467,1733348924.868877231
468,1733348927.219994014
469,1733348927.868701625
470,1733348928.213596151
471,1733348928.890971663
472,1733348929.216469624
473,1733348929.870901611
474,1733348930.216337645
475,1733348934.888809202
476,1733348935.225485637
477,1733348935.880369277
478,1733348936.228034239
479,1733348936.886365247
480,1733348937.229095889
481,1733348937.880402431
482,1733348938.230460444
483,1733348938.892808916
484,1733348939.231612744
485,1733348939.902578445
486,1733348940.234773522
487,1733348940.890774275
488,1733348944.890901529
489,1733348944.891549271
490,1733348948.897950175
491,1733348953.251132212
492,1733348953.906922660
493,1733348954.253715787
494,1733348954.912904258
495,1733348955.253950248
496,1733348955.913498499
497,1733348956.257567513
498,1733348956.937426343
499,1733348957.257006025
500,1733348957.910259750
501,1733348958.260171542
502,1733348958.911043814
503,1733348958.911260740
504,1733348959.260486474
505,1733348959.925018757
506,1733348965.921067119
507,1733348967.923186307
